"PARID","LUC","LUC_desc","situs","NAME","year","if1991","yearGroup"
"1703Q00490000","R-10","R - Single Family/Cabin","636  HUNTERS RUN RD","North Coventry",1996,"1991 or Later","1991-2000"
"1704 00100000","R-10","R - Single Family/Cabin","1025 S KEIM ST","North Coventry",1930,"Before 1991","1950 or older"
"1704 00120000","R-10","R - Single Family/Cabin","1035 S KEIM ST","North Coventry",1934,"Before 1991","1950 or older"
"1704 00130000","R-10","R - Single Family/Cabin","1043 S KEIM ST","North Coventry",1955,"Before 1991","1951-1960"
"1704 00140000","R-61","C - Dwelling W/Comm Use Primary C","1049 S KEIM ST","North Coventry",1962,"Before 1991","1961-1970"
"1704 00170000","R-10","R - Single Family/Cabin","971  KEEN RD","North Coventry",1958,"Before 1991","1951-1960"
"1704 00200000","R-10","R - Single Family/Cabin","1029 E CEDARVILLE RD","North Coventry",1973,"Before 1991","1971-1980"
"1704 00200200","R-10","R - Single Family/Cabin","1084 S KEIM ST","North Coventry",1973,"Before 1991","1971-1980"
"1704 002002B0","R-10","R - Single Family/Cabin","1076 S KEIM ST","North Coventry",1973,"Before 1991","1971-1980"
"1704 00200300","R-10","R - Single Family/Cabin","1007 E CEDARVILLE RD","North Coventry",1747,"Before 1991","1950 or older"
"1704 00220000","R-10","R - Single Family/Cabin","1022 S KEIM ST","North Coventry",1949,"Before 1991","1950 or older"
"1704 00230000","R-10","R - Single Family/Cabin","1018 S KEIM ST","North Coventry",1946,"Before 1991","1950 or older"
"1704 00250000","R-10","R - Single Family/Cabin","1004 S KEIM ST","North Coventry",1953,"Before 1991","1951-1960"
"1704 00260000","R-10","R - Single Family/Cabin","1000 S KEIM ST","North Coventry",1947,"Before 1991","1950 or older"
"1704 00270300","R-10","R - Single Family/Cabin","1026 S KEIM ST","North Coventry",1972,"Before 1991","1971-1980"
"1704 00270400","R-10","R - Single Family/Cabin","1030 S KEIM ST","North Coventry",1972,"Before 1991","1971-1980"
"1704 00290000","R-10","R - Single Family/Cabin","743  VAUGHN RD","North Coventry",1940,"Before 1991","1950 or older"
"1704 00291700","R-10","R - Single Family/Cabin","832  MILLER RD","North Coventry",2013,"1991 or Later","2011-2022"
"1704 00291800","R-10","R - Single Family/Cabin","826  MILLER RD","North Coventry",2013,"1991 or Later","2011-2022"
"1704 00293300","R-90","A - Apt Complex (20 or more units","1406 E SCHUYLKILL RD","North Coventry",1961,"Before 1991","1961-1970"
"1704 00310100","R-10","R - Single Family/Cabin","789  VAUGHN RD","North Coventry",1958,"Before 1991","1951-1960"
"1704 00310200","R-10","R - Single Family/Cabin","763  VAUGHN RD","North Coventry",1958,"Before 1991","1951-1960"
